Name,Rating,Review Title,Review Text
Alan Mannering,5,I opened account due to money saving…,I opened account due to money saving expert advice..So simple to open and straight forward to use
David Patterson,5,Fixed Term Savings Account,Simple and easy setup for savings account.App is very clear and gives good information.
Belinda Forrest,5,Great company,"Great company, 2nd time I have opened an account with them, very easy to do, app works no problem and the communication is great. Great interest rates"
Jennifer Fulcher,5,Great website,"Website is really easy to use, setting up a new account is smooth sailing no problems at all. Also a great interest rate on savings"
Andrew,5,Easy peasy,"Very easy to open an account and also when I needed to check something with customer service via phone, there was hardly any wait time. Highly recommended"
Dave Clarke,5,Very easy to use and understand.,Very easy to use and understand.All banks should be like Atom
L O'Sullivan,5,Great product,I’ve opened four different accounts with Atom now and each time it has been such an easy process. The interest rates are always top rates too !
Edward,5,"User friendly App, so easy to use!",Opening an account with Atom is so easy and the App was very user friendly.  Everything was explained clearly and the process was stress free. One of the best online fixed rate saving products to open an account with!  Will not hesitate to use again and recommend to friends and family.
Mrs Clodagh  Tailford,5,Been saving with Atom for a few years…,Been saving with Atom for a few years after they were recommended by Martin Lewis. Like getting a decent % rate!
Bob Harris  Newent Gloucesters,5,Very happy with ease of opening new…,"Very happy with ease of opening new accounts.First account I opened matured, made nice interest,so I have re_invested.Easy to check accounts"
Gill B,5,Application for new savings account was…,Application for new savings account was very quick and straightforward
barbara barrett,5,Website easy to find my way about,I’ve been on other savings websites but found atom very much easier to use and find my way about
Stoney,5,So easy to open an account with Atom…,"So easy to open an account with Atom and a fantastic rate of interest, I’m delighted!!"
W Marks,4,I first used Atom several years ago…,I first used Atom several years ago using the facial recognition safety feature. However after a while it decided not to recognise me!! After long chats with the helpline I didn't use Atom for some years. I decided to gove it another try recently and it recognised me striaght away and has worked very easily since. Good rates of interest.
Phil Staff,4,Account Setup,"The setting up of my account was pretty easy. However the voice recognition setup failed several times. It was not until I held my mobile closer did it work, and even then it did not work first time. Transfer of money worked well as did the setup with my current bank account."
Robert,5,So easy and slick app.,So easy and slick app.Well done
J Cuthbertson,5,This is my 3rd year saving with Atom…,"This is my 3rd year saving with Atom Bank. Their web site is straight forward to use. Their interest rate is excellent and there are multiple options on how long you can choose to lock your savings in for with examples of interest paid using a simple online calculator. The big bonus is once you have decided, it only takes a few minutes to set up and no annoying tele-sales calls. Highly recommended by me."
Helen Charnley,5,Easy to open,"Easy to open, app easy to use.  Great experience so far."
Wendy,5,Great rates for 1year bond,"Great rates for 1year bond, easy to open. App is easy to understand and negotiate"
JL,5,So easy,It was so easy to open a saving account with Atom on line
Franco Gray,5,Easy to set up very easy to transfer…,Easy to set up very easy to transfer the money.
Sooze,5,Closing a fixed term saver and putting…,"Closing a fixed term saver and putting the cash into a new account was about as easy as I think it's possible for a financial transaction to be... Plus, after the briefest bit of research (ie looking at Money Saving Expert), I soon discovered that this is the best rate I could get over two years, so that was a bonus too. Seamless, painless and a brilliant rate. What else could I ask for?"
Lynn Cooper,5,Simple to use,"Simple to use , everything at your finger tips"
Elizabeth,5,Easy Peasy,Really easy to open account
Christine Whyatt,5,Great interest rate,"Not only did Atom offer the best interest rate for a one year fixed rate account but it was very simple to open. Before transferring the funds, my bank was able to verify my new account was genuine."
